Thu Oct 05 09:17:58 2017    prof.txt

         3128204 function calls (3124911 primitive calls) in 5.202 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 ntpath.py:398(normpath)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
      102    0.000    0.000    0.000    0.000 pyparsing.py:2131(__str__)
       71    0.000    0.000    0.001    0.000 cm.py:48(_reverse_cmap_spec)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1167(setName)
       16    0.000    0.000    0.001    0.000 genericpath.py:15(exists)
       11    0.000    0.000    0.004    0.000 artist.py:865(__init__)
       20    0.000    0.000    0.000    0.000 pyparsing.py:2685(parseImpl)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        7    0.000    0.000    0.000    0.000 parser.py:298(_convert)
        8    0.000    0.000    0.000    0.000 nonlin.py:218(_set_doc)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
      197    0.000    0.000    0.000    0.000 __init__.py:775(<genexpr>)
       51    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 wintypes.py:146(WIN32_FIND_DATAA)
       18    0.000    0.000    0.000    0.000 format.py:797(_read_bytes)
        1    0.000    0.000    0.000    0.000 simple_paths.py:6(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        3    0.000    0.000    0.000    0.000 {nt.fdopen}
       17    0.000    0.000    0.000    0.000 pyparsing.py:3518(__init__)
        3    0.000    0.000    0.002    0.001 __init__.py:546(_get_config_or_cache_dir)
      143    0.000    0.000    0.000    0.000 inspect.py:51(ismodule)
        3    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        3    0.000    0.000    0.002    0.001 __init__.py:210(_is_writable_dir)
        1    0.000    0.000    0.019    0.019 pygram.py:4(<module>)
       18    0.000    0.000    0.000    0.000 core.py:1021(__init__)
        1    0.000    0.000    0.000    0.000 units.py:44(<module>)
       19    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
       21    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
        1    0.000    0.000    0.002    0.002 communicability_alg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2731(MaskedArray)
      160    0.000    0.000    0.000    0.000 pickle.py:899(load_none)
       22    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 geo.py:326(HammerAxes)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:605(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _spectral.py:3(<module>)
        1    0.000    0.000    0.000    0.000 six.py:689(exec_)
       23    0.000    0.000    0.000    0.000 color_conversions.py:123(add_type_conversion)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
       72    0.000    0.000    0.000    0.000 collections.py:355(<genexpr>)
        7    0.000    0.000    0.001    0.000 decorator.py:201(create)
       14    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
       14    0.000    0.000    0.000    0.000 textwrap.py:374(dedent)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1080(ParserElement)
        1    0.000    0.000    0.000    0.000 multidigraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wintypes.py:158(WIN32_FIND_DATAW)
        1    0.000    0.000    0.001    0.001 difflib.py:29(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:90(MarkerStyle)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
        1    0.000    0.000    0.000    0.000 newstr.py:41(<module>)
        1    0.000    0.000    0.000    0.000 _numpy_compat.py:3(<module>)
       17    0.000    0.000    0.001    0.000 abc.py:105(register)
        1    0.000    0.000    0.000    0.000 socket.py:179(_socketobject)
      493    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:297(create_unicode_buffer)
        1    0.000    0.000    0.000    0.000 markers.py:76(<module>)
      176    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
      138    0.000    0.000    0.000    0.000 {_sre.getlower}
        1    0.000    0.000    0.000    0.000 geo.py:406(MollweideAxes)
       51    0.000    0.000    0.000    0.000 docstring.py:81(__call__)
      281    0.000    0.000    0.000    0.000 pyparsing.py:2634(<genexpr>)
       44    0.000    0.000    0.000    0.000 function_base.py:213(iterable)
        3    0.000    0.000    0.000    0.000 tempfile.py:135(next)
       11    0.000    0.000    0.000    0.000 threading.py:131(__init__)
        3    0.000    0.000    0.000    0.000 decimal.py:3782(__init__)
       14    0.000    0.000    0.000    0.000 cbook.py:48(_generate_deprecation_message)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
       11    0.000    0.000    0.000    0.000 pyparsing.py:4543(_escapeRegexRangeChars)
       33    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
       72    0.000    0.000    0.000    0.000 collections.py:353(<genexpr>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 digraph.py:1(<module>)
        3    0.000    0.000    0.000    0.000 argparse.py:1169(__init__)
       51    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.001    0.000 warnings.py:45(filterwarnings)
       17    0.000    0.000    0.000    0.000 pyparsing.py:1926(__or__)
       45    0.000    0.000    0.000    0.000 docstring.py:42(update)
        1    0.000    0.000    0.000    0.000 newdict.py:17(<module>)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        3    0.000    0.000    0.000    0.000 argparse.py:1250(add_argument)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
      174    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:766(RcParams)
       43    0.000    0.000    0.000    0.000 pickle.py:1193(load_setitem)
        1    0.000    0.000    0.000    0.000 geo.py:247(AitoffAxes)
       76    0.000    0.000    0.000    0.000 docstring.py:93(do_copy)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
      489    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 btm_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        7    0.000    0.000    0.000    0.000 decorator.py:151(update)
       10    0.000    0.000    0.007    0.001 pyparsing.py:4229(__init__)
      158    0.000    0.000    0.000    0.000 pyparsing.py:3370(<genexpr>)
       28    0.000    0.000    0.003    0.000 decorators.py:88(open_file)
      200    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        5    0.000    0.000    0.000    0.000 {nt._getfullpathname}
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
       23    0.000    0.000    0.000    0.000 color_conversions.py:66(add_type_conversion)
        1    0.000    0.000    0.000    0.000 multigraph.py:1(<module>)
        3    0.000    0.000    0.001    0.000 tempfile.py:230(_mkstemp_inner)
        6    0.000    0.000    0.000    0.000 {method 'seek' of 'file' objects}
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        7    0.000    0.000    0.000    0.000 ast.py:40(literal_eval)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4735(<lambda>)
        1    0.000    0.000    0.016    0.016 font_manager.py:942(pickle_load)
        1    0.000    0.000    0.000    0.000 tritools.py:3(<module>)
       44    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
      127    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        1    0.000    0.000    0.000    0.000 heaps.py:17(MinHeap)
       27    0.000    0.000    0.000    0.000 pyparsing.py:4208(__init__)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       67    0.000    0.000    0.000    0.000 core.py:6192(isMaskedArray)
        3    0.000    0.000    0.007    0.002 test_identify_kmeans.py:38(Load)
       14    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
       26    0.000    0.000    0.000    0.000 pickle.py:1154(load_binget)
        3    0.000    0.000    0.000    0.000 collections.py:38(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:506(LambertAxes)
       36    0.000    0.000    0.000    0.000 pyparsing.py:186(__init__)
      151    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.001    0.000 __init__.py:1008(getLogger)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
       44    0.000    0.000    0.001    0.000 linecache.py:33(getlines)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 path.py:27(Path)
        5    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
        1    0.000    0.000    0.000    0.000 newbytes.py:32(newbytes)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
      429    0.000    0.000    0.000    0.000 {id}
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.001    0.001 linecache.py:68(updatecache)
       12    0.000    0.000    0.000    0.000 pyparsing.py:640(__iadd__)
        1    0.000    0.000    0.002    0.002 texmanager.py:86(TexManager)
        9    0.000    0.000    0.000    0.000 __init__.py:375(__getattr__)
        1    0.000    0.000    0.000    0.000 _hungarian.py:10(<module>)
        6    0.000    0.000    0.000    0.000 threading.py:146(acquire)
        4    0.000    0.000    0.000    0.000 version.py:268(parse)
        1    0.000    0.000    0.000    0.000 scale.py:518(get_scale_docs)
        1    0.000    0.000    0.000    0.000 decimal.py:506(Decimal)
       22    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 pygram.py:22(__init__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:19(GeoAxes)
        1    0.000    0.000    0.000    0.000 collections.py:29(Collection)
       78    0.000    0.000    0.000    0.000 _internal.py:714(<genexpr>)
        1    0.000    0.000    0.000    0.000 parser.py:485(parser)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4759(<genexpr>)
        1    0.000    0.000    0.000    0.000 gexf.py:164(GEXF)
        7    0.000    0.000    0.000    0.000 ntpath.py:275(expanduser)
        1    0.000    0.000    0.000    0.000 pickle.py:827(Unpickler)
       15    0.000    0.000    0.000    0.000 pyparsing.py:3554(__str__)
       76    0.000    0.000    0.000    0.000 docstring.py:91(copy)
        1    0.000    0.000    0.000    0.000 argparse.py:147(HelpFormatter)
       18    0.000    0.000    0.000    0.000 random.py:271(choice)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
      109    0.000    0.000    0.000    0.000 rcsetup.py:44(func)
        6    0.000    0.000    0.000    0.000 {numpy.core.multiarray.fromfile}
      115    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 legend.py:90(Legend)
        1    0.000    0.000    0.000    0.000 path.py:965(_define_deprecated_functions)
        1    0.000    0.000    0.001    0.001 connected.py:4(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:233(Figure)
       16    0.000    0.000    0.000    0.000 os.py:442(__contains__)
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
       26    0.000    0.000    0.001    0.000 core.py:6493(__init__)
        1    0.000    0.000    0.000    0.000 lines.py:73(Line2D)
       22    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       60    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.001    0.001 strongly_connected.py:3(<module>)
        9    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
        1    0.000    0.000    0.000    0.000 heaps.py:149(PairingHeap)
        6    0.000    0.000    0.001    0.000 decorator.py:224(decorate)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        1    0.000    0.000    0.000    0.000 image.py:33(_AxesImageBase)
        6    0.000    0.000    0.000    0.000 decimal.py:515(__new__)
       22    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
       44    0.000    0.000    0.000    0.000 numerictypes.py:942(_can_coerce_all)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
       65    0.000    0.000    0.000    0.000 pyparsing.py:2137(streamline)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        3    0.000    0.000    0.001    0.000 tempfile.py:434(NamedTemporaryFile)
        1    0.000    0.000    0.000    0.000 stoerwagner.py:4(<module>)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
       12    0.000    0.000    0.000    0.000 StringIO.py:119(read)
       50    0.000    0.000    0.000    0.000 pyparsing.py:3559(<genexpr>)
        3    0.000    0.000    0.000    0.000 argparse.py:154(__init__)
       22    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 axes.py:9342(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
     15/4    0.000    0.000    0.000    0.000 pyparsing.py:3740(streamline)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:367(Quiver)
        2    0.000    0.000    0.019    0.009 driver.py:109(load_grammar)
        1    0.000    0.000    0.000    0.000 graphml.py:199(GraphML)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1904(makeOptionalList)
       25    0.000    0.000    0.000    0.000 ntpath.py:203(dirname)
       20    0.000    0.000    0.000    0.000 os.py:444(get)
       22    0.000    0.000    0.000    0.000 _methods.py:28(_amin)
        4    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        3    0.000    0.000    0.000    0.000 gettext.py:130(_expand_lang)
        2    0.000    0.000    0.005    0.002 random.py:100(seed)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:1187(_result)
        6    0.000    0.000    0.000    0.000 utils.py:1070(safe_eval)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        2    0.000    0.000    0.000    0.000 {function seed at 0x04BBDAF0}
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 {_winreg.OpenKey}
        1    0.000    0.000    0.000    0.000 compressed.py:22(_cs_matrix)
        3    0.000    0.000    0.000    0.000 {time.time}
       23    0.000    0.000    0.000    0.000 color_conversions.py:156(decorator)
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        2    0.000    0.000    0.000    0.000 getlimits.py:251(_get_machar)
      163    0.000    0.000    0.000    0.000 decorator.py:118(<lambda>)
        1    0.000    0.000    0.000    0.000 axis.py:599(Axis)
        1    0.000    0.000    0.001    0.001 edgelist.py:24(<module>)
        1    0.000    0.000    0.002    0.002 fractions.py:4(<module>)
       36    0.000    0.000    0.000    0.000 getlimits.py:69(<lambda>)
        7    0.000    0.000    0.000    0.000 __init__.py:483(_get_home)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3759(__str__)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
      119    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 __init__.py:1110(__init__)
        1    0.000    0.000    0.000    0.000 base.py:63(spmatrix)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        1    0.000    0.000    0.001    0.001 laplacianmatrix.py:2(<module>)
       74    0.000    0.000    0.000    0.000 pyparsing.py:2030(leaveWhitespace)
    13/12    0.000    0.000    0.000    0.000 pyparsing.py:3412(__str__)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:1054(_fixupParents)
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
      117    0.000    0.000    0.000    0.000 decorator.py:66(iscoroutinefunction)
        1    0.000    0.000    0.000    0.000 transforms.py:243(BboxBase)
        1    0.000    0.000    0.001    0.001 graph6.py:13(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 Image.py:482(Image)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        7    0.000    0.000    0.000    0.000 _util.py:314(getargspec_no_self)
      170    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.001    0.001 weakly_connected.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        3    0.000    0.000    0.000    0.000 numerictypes.py:603(obj2sctype)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
       11    0.000    0.000    0.000    0.000 threading.py:113(RLock)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.001    0.001 argparse.py:1543(__init__)
      105    0.000    0.000    0.000    0.000 {unichr}
       18    0.000    0.000    0.000    0.000 data.py:125(_create_method)
        1    0.000    0.000    0.000    0.000 networksimplex.py:4(<module>)
       34    0.000    0.000    0.000    0.000 argparse.py:1221(register)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       24    0.000    0.000    0.000    0.000 ast.py:62(<genexpr>)
        4    0.000    0.000    0.000    0.000 uuid.py:101(__init__)
        6    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 attracting.py:4(<module>)
        1    0.000    0.000    0.000    0.000 {_winreg.ConnectRegistry}
       43    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        6    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        6    0.000    0.000    0.000    0.000 numeric.py:2667(seterr)
        6    0.000    0.000    0.000    0.000 threading.py:186(release)
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 fractions.py:44(Fraction)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3417(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1531(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 _iotools.py:474(StringConverter)
        2    0.000    0.000    0.018    0.009 grammar.py:93(load)
     16/2    0.000    0.000    0.001    0.000 pyparsing.py:3715(parseImpl)
       75    0.000    0.000    0.000    0.000 docstring.py:110(copy_dedent)
        6    0.000    0.000    0.000    0.000 format.py:201(read_magic)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:54(decorator)
       31    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
        1    0.000    0.000    0.001    0.001 __init__.py:686(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 pagerank_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
       33    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 parser.py:1185(_tzparser)
        1    0.000    0.000    0.000    0.000 release.py:30(<module>)
        1    0.000    0.000    0.000    0.000 newstr.py:64(newstr)
        1    0.000    0.000    0.000    0.000 rrule.py:1281(rruleset)
       14    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
       51    0.000    0.000    0.000    0.000 docstring.py:77(__init__)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        6    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
       50    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
        1    0.000    0.000    0.000    0.000 cuts.py:4(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:290(report)
        3    0.000    0.000    0.000    0.000 {method 'write' of 'file' objects}
        1    0.000    0.000    0.000    0.000 artist.py:66(Artist)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1174(__init__)
        8    0.000    0.000    0.000    0.000 core.py:7978(getdoc)
       24    0.000    0.000    0.000    0.000 pyparsing.py:388(__getitem__)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
       10    0.000    0.000    0.000    0.000 getlimits.py:18(_fr0)
        9    0.000    0.000    0.000    0.000 core.py:2569(_arraymethod)
        4    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
       22    0.000    0.000    0.000    0.000 _methods.py:37(_any)
        1    0.000    0.000    0.000    0.000 mathtext.py:665(BakomaFonts)
        3    0.000    0.000    0.000    0.000 gettext.py:421(find)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.001    0.001 adjlist.py:24(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:259(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:113(compare_versions)
      111    0.000    0.000    0.000    0.000 {method 'span' of '_sre.SRE_Match' objects}
       33    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       19    0.000    0.000    0.000    0.000 __init__.py:322(ge)
        2    0.000    0.000    0.001    0.000 pyparsing.py:3837(parseImpl)
       74    0.000    0.000    0.000    0.000 {method 'lower' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 current_flow_betweenness.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3346(And)
        1    0.000    0.000    0.000    0.000 case.py:133(TestCase)
        1    0.000    0.000    0.001    0.001 multiline_adjlist.py:27(<module>)
       43    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        3    0.000    0.000    0.000    0.000 tempfile.py:124(rng)
        4    0.000    0.000    0.000    0.000 __init__.py:501(cast)
        1    0.000    0.000    0.000    0.000 text.py:143(Text)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1046(wrapper)
       72    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 chromatic_adaptation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 edgelist.py:28(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4759(<lambda>)
        7    0.000    0.000    0.000    0.000 os.py:419(__setitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
       39    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       38    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
        1    0.000    0.000    0.000    0.000 transforms.py:761(Bbox)
        1    0.000    0.000    0.000    0.000 matrix.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:139(eye)
        2    0.000    0.000    0.000    0.000 function_base.py:2674(__init__)
        1    0.000    0.000    0.001    0.001 katz.py:4(<module>)
        5    0.000    0.000    0.000    0.000 ntpath.py:466(abspath)
        1    0.000    0.000    0.000    0.000 current_flow_betweenness_subset.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triads.py:12(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 astar.py:3(<module>)
        1    0.000    0.000    0.000    0.000 core.py:12(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4428(delimitedList)
        1    0.000    0.000    0.000    0.000 shortestaugmentingpath.py:4(<module>)
       46    0.000    0.000    0.000    0.000 pyparsing.py:3521(<genexpr>)
       22    0.000    0.000    0.000    0.000 _methods.py:25(_amax)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:27(__init__)
        1    0.000    0.000    0.000    0.000 kcutsets.py:4(<module>)
        7    0.000    0.000    0.000    0.000 decorator.py:53(__init__)
        1    0.000    0.000    0.000    0.000 triads.py:35(<dictcomp>)
        1    0.000    0.000    0.000    0.000 threshold.py:3(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        1    0.000    0.000    0.000    0.000 leda.py:10(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:397(__setitem__)
        2    0.000    0.000    0.000    0.000 ntpath.py:189(splitext)
        6    0.000    0.000    0.001    0.000 __init__.py:1550(getLogger)
        1    0.000    0.000    0.000    0.000 _remove_redundancy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pajek.py:14(<module>)
        6    0.000    0.000    0.000    0.000 numeric.py:2767(geterr)
        6    0.000    0.000    0.000    0.000 tempfile.py:386(__getattr__)
        3    0.000    0.000    0.000    0.000 tempfile.py:216(_get_candidate_names)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4868(<genexpr>)
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:15(<module>)
        1    0.000    0.000    0.000    0.000 minors.py:9(<module>)
        1    0.000    0.000    0.000    0.000 nx_yaml.py:15(<module>)
       12    0.000    0.000    0.000    0.000 re.py:139(search)
       12    0.000    0.000    0.000    0.000 os.py:422(__getitem__)
        1    0.000    0.000    0.000    0.000 argparse.py:1023(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1551(enablePackrat)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3913(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:123(RendererBase)
        3    0.000    0.000    0.000    0.000 argparse.py:571(_format_args)
        1    0.000    0.000    0.000    0.000 newsuper.py:32(<module>)
        5    0.000    0.000    0.000    0.000 cbook.py:1244(__init__)
        1    0.000    0.000    0.000    0.000 pairs.py:2(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:1387(_get_optional_kwargs)
        1    0.000    0.000    0.000    0.000 argparse.py:1729(_parse_known_args)
        1    0.000    0.000    0.000    0.000 directed.py:6(<module>)
        1    0.000    0.000    0.001    0.001 ElementPath.py:59(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:14(pylab_setup)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
