Thu Oct 05 09:17:58 2017    prof.txt

         3128204 function calls (3124911 primitive calls) in 5.202 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {method 'timetuple' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 tz.py:32(tzutc)
        1    0.000    0.000    0.000    0.000 axis.py:1881(YAxis)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1220(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1440(TransformWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:1095(Logger)
        2    0.000    0.000    0.002    0.001 __init__.py:602(_get_cachedir)
        1    0.000    0.000    0.000    0.000 afm.py:335(AFM)
       14    0.000    0.000    0.000    0.000 gexf.py:214(<genexpr>)
        1    0.000    0.000    0.000    0.000 axis.py:1581(XAxis)
        1    0.000    0.000    0.000    0.000 patches.py:520(Rectangle)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 heaps.py:304(BinaryHeap)
        1    0.000    0.000    0.000    0.000 pytree.py:351(Leaf)
        1    0.000    0.000    0.000    0.000 newrange.py:30(newrange)
        1    0.000    0.000    0.000    0.000 _common.py:233(tzrangebase)
        1    0.000    0.000    0.000    0.000 mathtext.py:2942(MathTextParser)
        1    0.000    0.000    0.000    0.000 transforms.py:1597(Affine2DBase)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:292(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 geo.py:250(AitoffTransform)
        1    0.000    0.000    0.000    0.000 patches.py:2170(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
        1    0.000    0.000    0.000    0.000 transforms.py:1545(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        1    0.000    0.000    0.000    0.000 collections.py:829(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2544(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:35(FontconfigPatternParser)
        4    0.000    0.000    0.000    0.000 {math.log}
        2    0.000    0.000    0.000    0.000 threading.py:241(Condition)
        6    0.000    0.000    0.000    0.000 pyparsing.py:483(haskeys)
        1    0.000    0.000    0.000    0.000 subprocess.py:647(Popen)
        1    0.000    0.000    0.000    0.000 {math.exp}
        1    0.000    0.000    0.000    0.000 _internal.py:210(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 tritools.py:9(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 _ode.py:752(vode)
        1    0.000    0.000    0.000    0.000 axes.py:9206(SubplotBase)
        6    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
       14    0.000    0.000    0.000    0.000 decorator.py:219(<genexpr>)
        1    0.000    0.000    0.000    0.000 multidigraph.py:19(MultiDiGraph)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 nonlin.py:690(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:188(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 transforms.py:53(TransformNode)
        1    0.000    0.000    0.000    0.000 mathtext.py:547(TruetypeFonts)
        9    0.000    0.000    0.000    0.000 rcsetup.py:448(__init__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:14(Gcf)
        4    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 __init__.py:646(Handler)
        1    0.000    0.000    0.000    0.000 legend_handler.py:477(__init__)
        1    0.000    0.000    0.000    0.000 _abcoll.py:24(_hasattr)
        6    0.000    0.000    0.000    0.000 __init__.py:578(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:792(Barbs)
        3    0.000    0.000    0.000    0.000 legend_handler.py:268(__init__)
        3    0.000    0.000    0.000    0.000 legend_handler.py:167(__init__)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        2    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
        1    0.000    0.000    0.000    0.000 bezier.py:149(BezierSegment)
        1    0.000    0.000    0.000    0.000 __init__.py:1118(use)
        1    0.000    0.000    0.000    0.000 threading.py:575(set)
        4    0.000    0.000    0.000    0.000 docstring.py:34(__init__)
        4    0.000    0.000    0.000    0.000 version.py:263(__init__)
        3    0.000    0.000    0.000    0.000 numeric.py:3069(__exit__)
        1    0.000    0.000    0.000    0.000 patches.py:3703(FancyArrowPatch)
       10    0.000    0.000    0.000    0.000 graphml.py:223(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:653(_get_data_path_cached)
        1    0.000    0.000    0.000    0.000 transforms.py:81(__init__)
        3    0.000    0.000    0.000    0.000 tempfile.py:380(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:655(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        3    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
        1    0.000    0.000    0.000    0.000 pytree.py:239(Node)
        5    0.000    0.000    0.000    0.000 __init__.py:359(_FuncPtr)
        1    0.000    0.000    0.000    0.000 npyio.py:104(NpzFile)
       14    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        1    0.000    0.000    0.000    0.000 _ode.py:690(IntegratorBase)
        1    0.000    0.000    0.000    0.000 collections.py:1587(QuadMesh)
       12    0.000    0.000    0.000    0.000 StringIO.py:38(_complain_ifclosed)
        1    0.000    0.000    0.000    0.000 trirefine.py:46(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 transforms.py:1686(Affine2D)
        1    0.000    0.000    0.000    0.000 line.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 arrayprint.py:368(_recursive_guard)
        1    0.000    0.000    0.000    0.000 collections.py:1338(CircleCollection)
        1    0.000    0.000    0.000    0.000 _version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1046(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 dates.py:345(DateFormatter)
        1    0.000    0.000    0.000    0.000 patches.py:2427(_Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1206(MaxNLocator)
        6    0.000    0.000    0.000    0.000 py3k.py:64(isfileobj)
        1    0.000    0.000    0.000    0.000 dates.py:713(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 core.py:6248(MaskedConstant)
        3    0.000    0.000    0.000    0.000 argparse.py:1667(_add_action)
        1    0.000    0.000    0.000    0.000 collections.py:685(PathCollection)
        2    0.000    0.000    0.000    0.000 pickle.py:883(load_proto)
        1    0.000    0.000    0.000    0.000 scale.py:237(LogScale)
       16    0.000    0.000    0.000    0.000 pyparsing.py:294(__getitem__)
        1    0.000    0.000    0.000    0.000 collections.py:387(Counter)
        1    0.000    0.000    0.000    0.000 win.py:40(tzres)
        1    0.000    0.000    0.000    0.000 polar.py:22(PolarTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        7    0.000    0.000    0.000    0.000 argparse.py:95(_callable)
        1    0.000    0.000    0.000    0.000 mathtext.py:894(StixFonts)
        1    0.000    0.000    0.000    0.000 collections.py:908(LineCollection)
        1    0.000    0.000    0.000    0.000 test_identify_kmeans.py:19(Detector)
        1    0.000    0.000    0.000    0.000 tz.py:158(tzlocal)
        1    0.000    0.000    0.000    0.000 numerictypes.py:860(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:6046(mvoid)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 {_elementtree.Element}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3234(ParseExpression)
        1    0.000    0.000    0.000    0.000 patches.py:4035(ConnectionPatch)
        1    0.000    0.000    0.000    0.000 patches.py:782(Polygon)
        3    0.000    0.000    0.000    0.000 rcsetup.py:51(__call__)
        3    0.000    0.000    0.000    0.000 index_tricks.py:241(__init__)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 font_manager.py:951(FontManager)
        1    0.000    0.000    0.000    0.000 scale.py:220(InvertedLogTransform)
        3    0.000    0.000    0.000    0.000 argparse.py:564(format)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2023(suppress)
        2    0.000    0.000    0.000    0.000 pytree.py:360(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1955(suppress_warnings)
        2    0.000    0.000    0.000    0.000 numeric.py:1942(set_string_function)
        1    0.000    0.000    0.000    0.000 _ode.py:1025(dopri5)
        1    0.000    0.000    0.000    0.000 release.py:119(get_revision)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
        1    0.000    0.000    0.000    0.000 argparse.py:1371(_get_positional_kwargs)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 ticker.py:601(LogFormatter)
        1    0.000    0.000    0.000    0.000 _cm.py:57(cubehelix)
        1    0.000    0.000    0.000    0.000 patches.py:1266(Circle)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2004(__call__)
        1    0.000    0.000    0.000    0.000 base.py:26(OdeSolver)
        1    0.000    0.000    0.000    0.000 nosetester.py:110(NoseTester)
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 blocking_input.py:31(BlockingInput)
        1    0.000    0.000    0.000    0.000 mathtext.py:238(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 _ode.py:508(complex_ode)
        1    0.000    0.000    0.000    0.000 geo.py:329(HammerTransform)
        1    0.000    0.000    0.000    0.000 colorbar.py:837(Colorbar)
        1    0.000    0.000    0.000    0.000 pyplot.py:65(_backend_selection)
        1    0.000    0.000    0.000    0.000 matfuncs.py:183(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 __init__.py:13(register)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 matfuncs.py:219(ProductOperator)
        1    0.000    0.000    0.001    0.001 version.py:63(StrictVersion)
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 blocking_input.py:120(BlockingMouseInput)
        3    0.000    0.000    0.000    0.000 argparse.py:197(__init__)
        2    0.000    0.000    0.000    0.000 os.py:405(unsetenv)
        1    0.000    0.000    0.000    0.000 image.py:803(PcolorImage)
        2    0.000    0.000    0.000    0.000 getlimits.py:96(_str_xmin)
        1    0.000    0.000    0.000    0.000 gexf.py:244(GEXFWriter)
        1    0.000    0.000    0.000    0.000 mathtext.py:2355(State)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        2    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
        6    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 difflib.py:1672(HtmlDiff)
        1    0.000    0.000    0.000    0.000 getlimits.py:455(iinfo)
        8    0.000    0.000    0.000    0.000 heaps.py:140(_inherit_doc)
        6    0.000    0.000    0.000    0.000 tokenize.py:180(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4141(__lshift__)
        1    0.000    0.000    0.000    0.000 threading.py:560(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1370(EllipseCollection)
        1    0.000    0.000    0.000    0.000 graphml.py:232(GraphMLWriter)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 threading.py:372(notify)
        1    0.000    0.000    0.000    0.000 argparse.py:981(__init__)
        2    0.000    0.000    0.000    0.000 pickle.py:829(__init__)
       27    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:120(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3177(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:378(SubplotSpec)
        1    0.000    0.000    0.000    0.000 mathtext.py:391(Fonts)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 _ode.py:1155(lsoda)
        3    0.000    0.000    0.000    0.000 argparse.py:555(_metavar_formatter)
        1    0.000    0.000    0.000    0.000 offsetbox.py:863(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 ticker.py:773(EngFormatter)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 image.py:930(FigureImage)
        1    0.000    0.000    0.000    0.000 threading.py:124(_RLock)
        1    0.000    0.000    0.000    0.000 argparse.py:1167(_ActionsContainer)
        2    0.000    0.000    0.000    0.000 version.py:292(__cmp__)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:236(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 collections.py:1517(TriMesh)
        1    0.000    0.000    0.000    0.000 test_identify_kmeans.py:32(Init)
        1    0.000    0.000    0.000    0.000 __init__.py:817(__init__)
        1    0.000    0.000    0.000    0.000 rrule.py:91(rrulebase)
        1    0.000    0.000    0.000    0.000 tz.py:88(tzoffset)
        1    0.000    0.000    0.000    0.000 mathtext.py:784(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 extras.py:1494(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:1435(_check_conflict)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 core.py:6255(__new__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2354(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:636(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2743(Regex)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 {imp.get_suffixes}
        1    0.000    0.000    0.000    0.000 urllib.py:854(ftpwrapper)
        1    0.000    0.000    0.000    0.000 patches.py:1305(Arc)
        1    0.000    0.000    0.000    0.000 offsetbox.py:139(OffsetBox)
        1    0.000    0.000    0.000    0.000 pyparsing.py:182(ParseBaseException)
        1    0.000    0.000    0.000    0.000 driver.py:29(Driver)
        1    0.000    0.000    0.000    0.000 newnext.py:37(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:544(DateLocator)
        1    0.000    0.000    0.000    0.000 argparse.py:863(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:846(Wedge)
        1    0.000    0.000    0.000    0.000 colors.py:479(Colormap)
        1    0.000    0.000    0.000    0.000 mathtext.py:1563(Vlist)
        1    0.000    0.000    0.000    0.000 index_tricks.py:231(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 collections.py:721(PolyCollection)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 legend_handler.py:38(HandlerBase)
        1    0.000    0.000    0.000    0.000 arpack.py:968(IterOpInv)
        1    0.000    0.000    0.000    0.000 mathtext.py:1211(Node)
        1    0.000    0.000    0.000    0.000 tz.py:768(tzrange)
        1    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
        2    0.000    0.000    0.000    0.000 cbook.py:1617(__init__)
        1    0.000    0.000    0.000    0.000 {time.asctime}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2417(Keyword)
        1    0.000    0.000    0.000    0.000 rk.py:81(RungeKutta)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4154(__ilshift__)
        1    0.000    0.000    0.000    0.000 {sum}
        5    0.000    0.000    0.000    0.000 iterative.py:61(set_docstring)
        1    0.000    0.000    0.000    0.000 ElementTree.py:605(ElementTree)
        1    0.000    0.000    0.000    0.000 lsoda.py:7(LSODA)
        1    0.000    0.000    0.000    0.000 pyplot.py:1820(colormaps)
        1    0.000    0.000    0.000    0.000 color_objects.py:787(IPTColor)
        2    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 _common.py:115(_tzinfo)
        1    0.000    0.000    0.000    0.000 threading.py:551(_Event)
        4    0.000    0.000    0.000    0.000 {locals}
        1    0.000    0.000    0.000    0.000 offsetbox.py:509(DrawingArea)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 container.py:4(Container)
        1    0.000    0.000    0.000    0.000 version.py:228(LooseVersion)
        1    0.000    0.000    0.000    0.000 units.py:71(ConversionInterface)
        1    0.000    0.000    0.000    0.000 patches.py:454(Shadow)
        1    0.000    0.000    0.000    0.000 image.py:1045(BboxImage)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1242(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 dates.py:593(RRuleLocator)
        1    0.000    0.000    0.000    0.000 color_objects.py:134(SpectralColor)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3892(__str__)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:146(GraphMatcher)
        1    0.000    0.000    0.000    0.000 colors.py:661(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 cbook.py:644(__init__)
        1    0.000    0.000    0.000    0.000 radau.py:180(Radau)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        2    0.000    0.000    0.000    0.000 legend_handler.py:204(__init__)
        4    0.000    0.000    0.000    0.000 kmeantools.py:64(__init__)
        1    0.000    0.000    0.000    0.000 backend_agg.py:422(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1395(MouseEvent)
        1    0.000    0.000    0.000    0.000 cbook.py:1258(Stack)
        4    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 transforms.py:2250(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 degree_seq.py:692(DegreeSequenceRandomGraph)
        1    0.000    0.000    0.000    0.000 widgets.py:229(Slider)
        1    0.000    0.000    0.000    0.000 mathtext.py:1362(Accent)
        1    0.000    0.000    0.000    0.000 patcomp.py:43(PatternCompiler)
        1    0.000    0.000    0.000    0.000 axis.py:456(YTick)
        1    0.000    0.000    0.000    0.000 newobject.py:59(newobject)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 cbook.py:427(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 mathtext.py:104(MathtextBackend)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 patches.py:1643(_Style)
        1    0.000    0.000    0.000    0.000 image.py:678(NonUniformImage)
        2    0.000    0.000    0.000    0.000 __init__.py:264(set_level)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4138(__init__)
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 parser.py:374(_ymd)
        1    0.000    0.000    0.000    0.000 rrule.py:1086(_iterinfo)
        1    0.000    0.000    0.000    0.000 gridspec.py:183(GridSpec)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1455(XMLParser)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 argparse.py:712(Action)
        1    0.000    0.000    0.000    0.000 axis.py:314(XTick)
        1    0.000    0.000    0.000    0.000 _common.py:54(_DatetimeWithFold)
        1    0.000    0.000    0.000    0.000 nonlin.py:481(Jacobian)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 docstring.py:6(Substitution)
       11    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 index_tricks.py:481(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        2    0.000    0.000    0.000    0.000 {cmp}
        1    0.000    0.000    0.000    0.000 _abcoll.py:63(__subclasshook__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:605(TextArea)
        1    0.000    0.000    0.000    0.000 optimize.py:76(OptimizeResult)
        1    0.000    0.000    0.000    0.000 argparse.py:805(__init__)
        1    0.000    0.000    0.000    0.000 interface.py:633(IdentityOperator)
        1    0.000    0.000    0.000    0.000 index_tricks.py:451(__init__)
        2    0.000    0.000    0.000    0.000 pytree.py:50(__new__)
        6    0.000    0.000    0.000    0.000 _threadsafety.py:50(non_reentrant)
        1    0.000    0.000    0.000    0.000 collections.py:782(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 colors.py:238(ColorConverter)
        1    0.000    0.000    0.000    0.000 graphml.py:384(GraphMLReader)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1118(OffsetImage)
        1    0.000    0.000    0.000    0.000 ticker.py:1503(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 widgets.py:21(LockDraw)
        1    0.000    0.000    0.000    0.000 __init__.py:346(Formatter)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:33(InverseLaplacian)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:365(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 rcsetup.py:72(validate_bool)
        2    0.000    0.000    0.000    0.000 pyparsing.py:621(__getattr__)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 nonlin.py:549(InverseJacobian)
        1    0.000    0.000    0.000    0.000 btm_matcher.py:17(BMNode)
        1    0.000    0.000    0.000    0.000 contour.py:1385(QuadContourSet)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4274(postParse)
        1    0.000    0.000    0.000    0.000 widgets.py:1013(SpanSelector)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 color_objects.py:626(sRGBColor)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 units.py:117(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:2239(_get_value)
        1    0.000    0.000    0.000    0.000 parser.py:486(__init__)
        1    0.000    0.000    0.000    0.000 common.py:113(OdeSolution)
        1    0.000    0.000    0.000    0.000 dates.py:1091(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 __init__.py:1281(addHandler)
        1    0.000    0.000    0.000    0.000 widgets.py:1210(RectangleSelector)
        1    0.000    0.000    0.000    0.000 colors.py:838(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:1026(SymLogNorm)
        1    0.000    0.000    0.000    0.000 patches.py:2908(_Base)
        1    0.000    0.000    0.000    0.000 tempfile.py:372(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4119(Forward)
        1    0.000    0.000    0.000    0.000 rcsetup.py:338(validate_ps_distiller)
        1    0.000    0.000    0.000    0.000 threading.py:254(_Condition)
        1    0.000    0.000    0.000    0.000 cbook.py:999(RingBuffer)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 color_objects.py:357(LCHuvColor)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:135(_DummyAxis)
        1    0.000    0.000    0.000    0.000 streamplot.py:250(Grid)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1023(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 offsetbox.py:759(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 edgedfs.py:8(<module>)
        2    0.000    0.000    0.000    0.000 pickle.py:83(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:840(__init__)
        2    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:818(Cursor)
        1    0.000    0.000    0.000    0.000 streamplot.py:190(DomainMap)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 newlist.py:34(newlist)
        1    0.000    0.000    0.000    0.000 mlab.py:814(PCA)
        1    0.000    0.000    0.000    0.000 patches.py:970(FancyArrow)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        2    0.000    0.000    0.000    0.000 __init__.py:390(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:371(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 interface.py:618(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 btm_matcher.py:26(BottomMatcher)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:14(TriInterpolator)
        1    0.000    0.000    0.000    0.000 parse.py:27(Parser)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        1    0.000    0.000    0.000    0.000 cbook.py:293(todatetime)
        1    0.000    0.000    0.000    0.000 polar.py:81(PolarAffine)
        1    0.000    0.000    0.000    0.000 bdf.py:72(BDF)
        1    0.000    0.000    0.000    0.000 polar.py:115(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:684(createLock)
        1    0.000    0.000    0.000    0.000 nonlin.py:909(BroydenFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3693(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 _iotools.py:155(LineSplitter)
        1    0.000    0.000    0.000    0.000 branchings.py:218(MultiDiGraph_EdgeKey)
        7    0.000    0.000    0.000    0.000 case.py:609(_deprecate)
        1    0.000    0.000    0.000    0.000 geo.py:564(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 pytree.py:448(BasePattern)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:37(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 __init__.py:1172(get_backend)
        1    0.000    0.000    0.000    0.000 blocking_input.py:293(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:15(Storage)
        1    0.000    0.000    0.000    0.000 __init__.py:14(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 random.py:650(WichmannHill)
        1    0.000    0.000    0.000    0.000 ticker.py:860(Locator)
        1    0.000    0.000    0.000    0.000 pytree.py:639(WildcardPattern)
        1    0.000    0.000    0.000    0.000 legend_handler.py:163(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 utils.py:1890(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 cbook.py:922(Null)
        1    0.000    0.000    0.000    0.000 numeric.py:3075(_setdef)
        1    0.000    0.000    0.000    0.000 __init__.py:27(get_projection_names)
        1    0.000    0.000    0.000    0.000 __init__.py:1376(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1432(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 cbook.py:1581(Grouper)
